,duracion_recorrido,nombre_estacion_origen,nombre_estacion_destino,MES,DIA
1438114,1859,Constitución,Constitución,July,27
1438137,1453,Congreso,SEC. DE INNOVACION Y TRANSFORMACIÓN,July,24
1438191,1494,Constitución,Claudia Pía Baudracco,July,06
1438239,1939,Constitución,Parque Centenario,July,31
1438244,1166,Plaza Italia,GÚZMAN,July,31
1438248,12694,Constitución,9 de Julio,July,31
1438313,1249,Constitución,Suipacha,July,07
1438343,785,Constitución,RODRIGO BUENO,July,07
1438394,759,Congreso,LARREA Y BARTOLOMÉ MITRE,July,25
1438396,802,Pacifico,Plaza Alemania,July,25
1438439,608,Plaza Italia,Plaza Alemania,July,03
1438443,929,Pacifico,ARMENIA,July,03
1438524,382,PARQUE DEL BAJO,AZOPARDO Y CHILE,July,21
1438571,565,PARQUE DEL BAJO,JULIETA LANTERI,July,05
1438641,159,Pacifico,Pacifico,July,10
1438694,1807,Plaza Italia,INSTITUTO LELOIR,July,15
1438717,619,Plaza Italia,General Urquiza,July,12
1438721,736,PARQUE DEL BAJO,Uruguay,July,12
1438725,1180,Pacifico,Hospital Rivadavia,July,09
1438737,1488,Congreso,YATAY,July,13
1438760,976,Constitución,MARCELO T. DE ALVEAR,July,13
1438781,605,Constitución,ALSINA,July,04
1438803,436,Constitución,Hospital Britanico,July,04
1438804,1000,Pacifico,VILLARROEL,July,04
1438811,1260,Pacifico,FACULTAD DE DERECHO,July,04
1438829,1111,Pacifico,Hospital Rivadavia,July,23
1438847,959,Plaza Italia,Plaza República de Ecuador,July,18
1438848,3725,Plaza Italia,Plaza Italia,July,18
1438849,2405,Plaza Italia,FACULTAD DE DERECHO,July,18
1438851,1169,Pacifico,Hospital Rivadavia,July,18
1438869,1143,Constitución,CALIFORNIA,July,18
1438870,588,Constitución,Hospital Britanico,July,18
1438936,947,Constitución,MARCELO T. DE ALVEAR,July,28
1438938,548,Constitución,JULIETA LANTERI,July,28
1438941,632,Plaza Italia,,July,28
1438961,2930,Plaza Italia,BAIGORRIA,July,28
1438972,431,Constitución,Hospital Britanico,July,30
1438982,1656,Plaza Italia,BARRANCAS DE BELGRANO,July,30
1438984,3555,Pacifico,CIUDAD UNIVERSITARIA III,July,30
1438990,544,Constitución,Hospital Britanico,July,16
1439034,1302,Congreso,YATAY,July,17
1439035,393,Congreso,Plaza Primero de Mayo,July,17
1439087,631,Constitución,Hospital Britanico,July,08
1439099,542,Constitución,Colonia Express,July,29
1439100,511,Constitución,Hospital Britanico,July,29
1439118,202,Pacifico,Pacifico,July,20
1439122,1158,Pacifico,Hospital Rivadavia,July,20
1439132,524,Constitución,Hospital Britanico,July,20
1439160,389,Congreso,Plaza Primero de Mayo,July,27
1439168,499,Constitución,Hospital Britanico,July,27
1439183,1142,Pacifico,ESPINOSA,July,27
1439195,2501,Plaza Italia,PARQUE DE LA ESTACIÓN,July,27
1439201,3123,Pacifico,PACÍFICO II,July,27
1439203,1972,Plaza Italia,HOSPITAL DE CLÍNICAS,July,24
1439205,1173,Congreso,Humahuaca,July,24
1439219,1527,PARQUE DEL BAJO,RODRIGO BUENO,July,24
1439224,701,Constitución,RODRIGO BUENO,July,24
1439225,953,Constitución,MARCELO T. DE ALVEAR,July,24
1439226,522,Constitución,Hospital Britanico,July,24
1439264,350,PARQUE DEL BAJO,RETIRO II,July,06
1439266,998,Constitución,MARCELO T. DE ALVEAR,July,06
1439270,1234,Congreso,JULIETA LANTERI,July,06
1439313,566,Constitución,Colonia Express,July,31
1439320,345,Congreso,Plaza Primero de Mayo,July,31
1439334,788,Constitución,MARCELO T. DE ALVEAR,July,31
1439335,448,Constitución,Hospital Britanico,July,31
1439340,70,Constitución,Constitución,July,31
1439352,588,Pacifico,Plaza República de Ecuador,July,31
1439354,822,Constitución,CALIFORNIA,July,31
1439378,1407,Plaza Italia,FACULTAD DE DERECHO,July,19
1439398,1144,Constitución,MARCELO T. DE ALVEAR,July,19
1439426,758,Congreso,Suipacha,July,07
1439430,1913,Constitución,CENTRO DE EXPOSICIONES,July,07
1439447,638,Constitución,Hospital Britanico,July,07
1439464,1365,Constitución,Las Casas,July,07
1439481,3385,Plaza Italia,De Los Ombues,July,07
1439497,1676,Plaza Italia,General Urquiza,July,25
1439511,2669,PARQUE DEL BAJO,JUANA MANSO I,July,25
1439514,915,Constitución,MARCELO T. DE ALVEAR,July,25
1439541,764,Plaza Italia,General Urquiza,July,03
1439542,394,Plaza Italia,Plaza Palermo Viejo,July,03
1439573,654,Constitución,Hospital Britanico,July,03
1439640,619,Plaza Italia,General Urquiza,July,21
1439641,401,Congreso,Plaza Primero de Mayo,July,21
1439667,516,Constitución,Hospital Britanico,July,21
1439699,2212,Constitución,Peña,July,05
1439716,412,PARQUE DEL BAJO,RETIRO II,July,05
1439760,1963,Plaza Italia,HOSPITAL DE CLÍNICAS,July,26
1439781,1856,Pacifico,Plaza Saenz Peña,July,26
1439811,627,Constitución,Hospital Britanico,July,10
1439824,378,PARQUE DEL BAJO,Madero Office,July,10
1439825,1972,Pacifico,Fleni,July,10
1439834,560,Constitución,Hospital Britanico,July,15
1439876,754,Congreso,25 De Mayo,July,13
1439922,757,Pacifico,Plaza Palermo Viejo,July,04
1439946,323,Plaza Italia,Guatemala,July,04
1439955,1766,Plaza Italia,BARRANCAS DE BELGRANO,July,04
1439991,2225,Plaza Italia,Godoy Cruz y Libertador,July,18
1440008,1689,PARQUE DEL BAJO,Retiro I,July,18
1440042,1167,Pacifico,MINISTERIO DE EDUCACION,July,22
1440043,2320,Pacifico,Pacifico,July,22
1440055,1671,PARQUE DEL BAJO,AIME PAINÉ,July,22
1440080,1701,Constitución,Suipacha,July,28
1440121,4743,Plaza Italia,Ecoparque,July,30
1440129,2221,PARQUE DEL BAJO,POSADAS,July,30
1440153,442,Constitución,Parque Lezama,July,14
1440166,643,Congreso,Pasteur,July,14
1440172,2929,Congreso,BARRANCAS DE BELGRANO,July,14
1440173,1319,Pacifico,BARRANCAS DE BELGRANO,July,14
1440192,381,Constitución,Parque Lezama,July,17
1440193,831,Constitución,Congreso,July,17
1440209,2985,PARQUE DEL BAJO,PARQUE DEL BAJO,July,08
1440211,2444,Plaza Italia,,July,08
1440212,1282,Pacifico,BARRANCAS DE BELGRANO,July,08
1440217,5628,Plaza Italia,PLAZOLETA RÍO DE LA PLATA,July,29
1440223,1988,PARQUE DEL BAJO,CERRITO,July,29
1440232,1184,Constitución,OBELISCO,July,20
1440255,3509,Constitución,Matienzo Y Arce,July,20
1440277,656,Congreso,25 De Mayo,July,27
1440296,866,Plaza Italia,Solar de la Abadía,July,27
1440307,391,Congreso,TEATRO PICADERO,July,24
1440332,285,PARQUE DEL BAJO,Madero Office,July,24
1440359,445,Constitución,Parque Lezama,July,06
1440365,550,Pacifico,Plaza Palermo Viejo,July,06
1440373,681,Congreso,LIMA,July,06
1440379,891,Congreso,FACULTAD DE DERECHO,July,06
1440395,912,Plaza Italia,Plaza Italia,July,31
1440517,1041,Pacifico,JUNCAL,July,07
1440524,1580,Pacifico,MALBA,July,07
1440542,1168,Constitución,Madero Office,July,07
1440558,853,Congreso,25 De Mayo,July,25
1440573,1364,PARQUE DEL BAJO,Acuña de Figueroa,July,25
1440574,312,PARQUE DEL BAJO,Madero Office,July,25
1440617,353,Constitución,Parque Lezama,July,03
1440648,507,Constitución,Parque Lezama,July,11
1440667,620,Congreso,Pasteur,July,21
1440712,526,Constitución,Parque Lezama,July,05
1440713,1325,Constitución,OBELISCO,July,05
1440717,303,PARQUE DEL BAJO,JUANA MANSO I,July,05
1440732,690,Congreso,HOSPITAL DE CLÍNICAS,July,05
1440737,662,Congreso,Pasteur,July,05
1440758,1710,Constitución,ADUANA,July,26
1440759,361,Constitución,Parque Lezama,July,26
1440761,310,PARQUE DEL BAJO,JUANA MANSO I,July,26
1440771,1834,PARQUE DEL BAJO,PARQUE DEL BAJO,July,26
1440774,5081,Congreso,Pasteur,July,26
1440782,1188,Pacifico,BARRANCAS DE BELGRANO,July,26
1440813,4810,Pacifico,RAVIGNANI Y GUATEMALA,July,10
1440836,1994,Plaza Italia,COSTANERA NORTE,July,10
1440843,1270,Pacifico,BARRANCAS DE BELGRANO,July,15
1440860,1175,Constitución,PUEYRREDÓN,July,12
1440879,611,Congreso,Pasco,July,13
1440883,940,Pacifico,PLAZA BOLIVIA,July,13
1440924,2056,Pacifico,Pacifico,July,04
1440946,1970,Constitución,PUEYRREDÓN,July,04
1440976,1403,Constitución,Barrio 31,July,04
1440978,1074,Pacifico,FREIRE II,July,04
1440982,999,Pacifico,PLAZOLETA RÍO DE LA PLATA,July,23
1441006,421,Congreso,Pasco,July,18
1441022,800,Constitución,CASA SAN,July,18
1441023,587,Constitución,HOSPITAL GARRAHAN,July,18
1441060,718,Pacifico,PLAZA BOLIVIA,July,22
1441095,700,Pacifico,Pacifico,July,28
1441115,1066,Congreso,Cementerio de Recoleta,July,28
1441152,2109,Constitución,Constitución,July,30
1441193,1329,Constitución,RETIRO II,July,14
1441212,309,Constitución,Plazoleta Colombia,July,14
1441218,1427,Congreso,Congreso,July,17
1441219,278,Congreso,VIRREY CEVALLOS,July,17
1441220,340,Congreso,UADE,July,17
1441221,872,Congreso,CORRIENTES,July,17
1441222,1442,Pacifico,PARQUE DE LA MEMORIA,July,17
1441273,569,Congreso,VIRREY CEVALLOS,July,08
1441275,700,Pacifico,Godoy Cruz y Libertador,July,08
1441277,2090,Plaza Italia,Villa Urquiza,July,08
1441288,910,Pacifico,FREIRE II,July,29
1441306,6226,Pacifico,Pacifico,July,20
1441318,561,Constitución,HOSPITAL GARRAHAN,July,20
1441352,8101,Plaza Italia,Pacifico,July,27
1441364,928,Congreso,HOSPITAL DE CLÍNICAS,July,27
1441369,1912,Constitución,Cementerio de Recoleta,July,27
1441375,894,Plaza Italia,MALBA,July,27
1441376,2305,Congreso,CALIFORNIA,July,27
1441382,1542,Constitución,PLAZA NUEVA POMPEYA,July,27
1441383,355,Pacifico,Solar de la Abadía,July,27
1441393,502,Congreso,UADE,July,24
1441394,407,Congreso,TEATRO PICADERO,July,24
1441414,494,Constitución,HOSPITAL GARRAHAN,July,24
1441458,700,Congreso,ONCE II,July,06
1441468,572,Plaza Italia,Godoy Cruz y Libertador,July,06
1441505,842,Constitución,CORRIENTES,July,31
1441508,1413,Constitución,Pasteur,July,31
1441520,988,Plaza Italia,PLAZA BOLIVIA,July,31
1441528,724,Congreso,PARQUE DE LA ESTACIÓN,July,31
1441532,455,Pacifico,Plaza República de Ecuador,July,19
1441533,498,Pacifico,Plaza República de Ecuador,July,19
1441554,395,Constitución,Plazoleta Colombia,July,19
1441555,1286,Constitución,Barrio 31,July,19
1441591,408,PARQUE DEL BAJO,AZUCENA VILLAFLOR,July,07
1441595,681,Congreso,HOSPITAL DE CLÍNICAS,July,07
1441623,1042,Plaza Italia,Matienzo Y Arce,July,07
1441631,1381,Constitución,Barrio 31,July,07
1441661,1298,Constitución,Barrio 31,July,25
1441680,2637,Plaza Italia,Godoy Cruz y Libertador,July,03
1441681,390,Congreso,UADE,July,03
1441702,347,Constitución,Plazoleta Colombia,July,03
1441729,424,Plaza Italia,Julián Álvarez,July,11
1441735,2995,PARQUE DEL BAJO,PARQUE DEL BAJO,July,11
1441750,1227,Constitución,Barrio 31,July,11
1441757,1347,Congreso,Cementerio de Recoleta,July,21
1441760,480,Pacifico,Plaza República de Ecuador,July,21
1441781,1390,Constitución,Barrio 31,July,21
1441782,415,Constitución,HOSPITAL GARRAHAN,July,21
1441816,521,Congreso,Suipacha,July,05
1441833,437,Constitución,HOSPITAL GARRAHAN,July,05
1441838,967,Plaza Italia,COSTA RICA,July,05
1441846,1341,PARQUE DEL BAJO,Cementerio de Recoleta,July,05
1441849,1376,Congreso,AUSTRIA Y FRENCH,July,05
1441874,332,Constitución,Plazoleta Colombia,July,05
1441875,1168,Constitución,Barrio 31,July,05
1441896,1377,Congreso,HOSPITAL GARRAHAN,July,26
1441897,599,Constitución,HOSPITAL GARRAHAN,July,26
1441898,1606,PARQUE DEL BAJO,PARQUE DEL BAJO,July,26
1441927,632,Pacifico,Pacifico,July,10
1441937,405,PARQUE DEL BAJO,AZUCENA VILLAFLOR,July,10
1441940,1125,Constitución,RETIRO II,July,10
1441962,387,Congreso,UADE,July,10
1442006,1229,Pacifico,FACULTAD DE DERECHO,July,09
1442018,720,Congreso,MANZANA 66,July,13
1442019,391,Pacifico,Plaza República de Ecuador,July,13
1442020,542,Pacifico,Fitz Roy & Gorriti,July,13
1442021,1623,Pacifico,FACULTAD DE DERECHO,July,13
1442022,1663,Pacifico,F.J.Santamaria de Oro,July,13
1442038,874,PARQUE DEL BAJO,Parque Lezama,July,13
1442044,4697,Constitución,HOSPITAL ALEMÁN,July,13
1442084,1158,Constitución,Hospital Francés,July,04
1442090,1700,Pacifico,FACULTAD DE DERECHO,July,04
1442103,514,Congreso,Legislatura,July,04
1442106,1285,Pacifico,FACULTAD DE DERECHO,July,23
1442107,1491,Pacifico,POSADAS,July,23
1442108,307,Pacifico,Ministro Carranza,July,23
1442123,690,Congreso,MACACHA GUEMES,July,18
1442125,1897,Pacifico,Plaza Vicente Lopez,July,18
1442126,754,Pacifico,Pacifico,July,18
1442134,1929,PARQUE DEL BAJO,MACACHA GUEMES,July,18
1442145,905,Constitución,Suipacha,July,01
1442147,851,Constitución,CORRIENTES,July,01
1442148,796,PARQUE DEL BAJO,Constitución,July,01
1442195,655,Congreso,MACACHA GUEMES,July,28
1442207,1004,PARQUE DEL BAJO,Constitución,July,28
1442211,744,Congreso,MANZANA 66,July,28
1442241,7200,Plaza Italia,MALBA,July,30
1442256,3385,Plaza Italia,CORRIENTES,July,16
1442257,259,Congreso,VIRREY CEVALLOS,July,16
1442258,1213,Pacifico,POSADAS,July,16
1442276,806,Plaza Italia,Parque Las Heras,July,14
1442285,696,Congreso,MACACHA GUEMES,July,14
1442292,640,Congreso,MANZANA 66,July,14
1442296,1265,Constitución,Las Casas,July,14
1442299,1537,PARQUE DEL BAJO,CALIFORNIA,July,14
1442306,685,Congreso,MACACHA GUEMES,July,17
1442307,715,Pacifico,Pacifico,July,17
1442325,536,Constitución,CALIFORNIA,July,17
1442326,1598,Constitución,9 de Julio,July,17
1442337,853,Congreso,Congreso,July,08
1442338,3866,Pacifico,Pacifico,July,08
1442343,1870,Congreso,FACULTAD DE DERECHO,July,08
1442358,212,Constitución,Constitución,July,29
1442379,1078,Plaza Italia,Ecoparque,July,20
1442385,823,Congreso,MACACHA GUEMES,July,20
1442396,1655,Pacifico,POSADAS,July,20
1442405,453,Pacifico,Plaza República de Ecuador,July,20
1442431,790,Congreso,MACACHA GUEMES,July,27
1442437,675,Congreso,HOSPITAL DE CLÍNICAS,July,27
1442440,933,Constitución,CORRIENTES,July,27
1442453,712,Congreso,MANZANA 66,July,27
1442458,1762,Pacifico,FACULTAD DE DERECHO,July,27
1442475,1452,Plaza Italia,,July,24
1442476,631,Congreso,MANZANA 66,July,24
1442477,698,Congreso,MACACHA GUEMES,July,24
1442478,2119,Congreso,Congreso,July,24
1442494,2060,PARQUE DEL BAJO,JULIETA LANTERI,July,24
1442514,372,Congreso,ONCE,July,06
1442521,1444,Pacifico,Acuña de Figueroa,July,06
1442527,516,PARQUE DEL BAJO,Claudia Pía Baudracco,July,06
1442535,857,Congreso,HOSPITAL DE CLÍNICAS,July,06
1442544,836,Congreso,MANZANA 66,July,06
1442545,1449,Pacifico,FACULTAD DE DERECHO,July,06
1442547,448,Pacifico,Fitz Roy & Gorriti,July,06
1442566,1031,Congreso,Retiro I,July,31
1442570,12607,Congreso,Congreso,July,31
1442574,1025,Constitución,Catedral,July,31
1442584,972,Congreso,MACACHA GUEMES,July,31
1442597,825,Congreso,MANZANA 66,July,31
1442620,803,Congreso,MACACHA GUEMES,July,19
1442621,1303,Congreso,Coronel Diaz,July,19
1442622,771,Pacifico,Pacifico,July,19
1442623,483,Pacifico,Fitz Roy & Gorriti,July,19
1442663,1617,Constitución,Parque Patricios,July,07
1442682,1636,Congreso,Plaza Primero de Mayo,July,07
1442688,798,Congreso,MACACHA GUEMES,July,07
1442717,689,Constitución,CALIFORNIA,July,07
1442751,1659,Plaza Italia,General Urquiza,July,25
1442753,597,Congreso,BELGRANO,July,25
1442754,687,Congreso,MACACHA GUEMES,July,25
1442778,1064,Constitución,CORRIENTES,July,25
1442798,1673,Congreso,Hipólito Yrigoyen,July,03
1442799,694,Congreso,MANZANA 66,July,03
1442800,640,Congreso,MACACHA GUEMES,July,03
1442801,1037,Congreso,RETIRO II,July,03
1442802,500,Pacifico,Fitz Roy & Gorriti,July,03
1442803,953,Pacifico,Plaza Alemania,July,03
1442828,380,PARQUE DEL BAJO,Claudia Pía Baudracco,July,03
1442829,932,PARQUE DEL BAJO,AZUCENA VILLAFLOR,July,03
1442876,723,Congreso,MACACHA GUEMES,July,11
1442878,1130,Constitución,CORRIENTES,July,11
1442891,750,Congreso,MACACHA GUEMES,July,21
1442892,468,Congreso,ONCE,July,21
1442893,496,Pacifico,Fitz Roy & Gorriti,July,21
1442894,1982,Pacifico,FREIRE II,July,21
1442913,675,Constitución,SEC. DE INNOVACION Y TRANSFORMACIÓN,July,21
1442942,532,Congreso,Montevideo,July,05
1442957,983,Congreso,MACACHA GUEMES,July,05
1442967,722,PARQUE DEL BAJO,BRASIL,July,05
1442976,500,Pacifico,Fitz Roy & Gorriti,July,05
1442998,737,Pacifico,Pacifico,July,26
1443010,353,Constitución,HUMBERTO 1°,July,26
1443020,2401,Constitución,ONCE II,July,26
1443024,581,Congreso,MANZANA 66,July,26
1443031,535,Pacifico,Fitz Roy & Gorriti,July,26
1443062,876,Congreso,Pasco,July,10
1443064,845,Congreso,MACACHA GUEMES,July,10
1443068,1431,Pacifico,YATAY,July,10
1443073,434,Plaza Italia,Plaza Alemania,July,10
1443081,1003,Pacifico,FACULTAD DE DERECHO,July,10
1443092,526,Pacifico,Solar de la Abadía,July,10
1443102,379,Congreso,Congreso,July,15
1443103,1225,Pacifico,CENTRO DE EXPOSICIONES,July,15
1443138,1173,Pacifico,BARRANCAS DE BELGRANO,July,09
1443149,905,Plaza Italia,PERÓN Y ACUÑA DE FIGUEROA,July,13
1443150,372,Congreso,9 de Julio,July,13
1443181,815,Constitución,BELGRANO,July,04
1443185,1359,Pacifico,HOSPITAL ALEMÁN,July,04
1443284,1748,Plaza Italia,General Urquiza,July,22
1443285,4982,Pacifico,Solar de la Abadía,July,22
1443323,716,Pacifico,Fitz Roy & Gorriti,July,28
1443354,1259,Congreso,FACULTAD DE DERECHO,July,30
1443365,3720,Plaza Italia,COSTANERA NORTE,July,16
1443387,819,PARQUE DEL BAJO,Rivadavia y 9 de Julio,July,14
1443403,1123,Congreso,Ruy Díaz de Guzmán,July,17
1443437,1945,Congreso,FACULTAD DE DERECHO,July,08
1443444,2269,Pacifico,Cementerio de Recoleta,July,29
1443466,1121,Congreso,Parque Lezama,July,20
1443479,854,Constitución,BELGRANO,July,20
1443495,560,Pacifico,Fitz Roy & Gorriti,July,20
1443528,977,Congreso,Ruy Díaz de Guzmán,July,27
1443568,606,Pacifico,Fitz Roy & Gorriti,July,24
1443569,1357,Pacifico,Fitz Roy,July,24
1443584,2238,PARQUE DEL BAJO,Facultad de Medicina,July,24
1443585,968,PARQUE DEL BAJO,9 de Julio,July,24
1443615,184,Plaza Italia,Pacifico,July,06
1443617,2070,Constitución,Hospital Rivadavia,July,06
1443649,1755,Pacifico,Retiro I,July,31
1443660,448,Congreso,Uruguay,July,31
1443683,1976,Congreso,PARQUE DE LA ESTACIÓN,July,31
1443686,597,Pacifico,PLAZA BOLIVIA,July,19
1443687,918,Pacifico,Solar de la Abadía,July,19
1443721,294,PARQUE DEL BAJO,ADUANA,July,07
1443743,827,Constitución,AZOPARDO Y CHILE,July,07
1443749,415,Constitución,Constitución,July,07
1443792,1418,Pacifico,MEDRANO,July,07
1443794,529,Pacifico,Plaza Alemania,July,25
1443815,257,Constitución,Constitución,July,25
1443816,880,Constitución,Ministerio de Economia,July,25
1443848,623,Pacifico,Plaza Alemania,July,03
1443870,718,Constitución,BELGRANO,July,03
1443902,238,PARQUE DEL BAJO,ADUANA,July,11
1443927,1440,Plaza Italia,Parque Centenario,July,21
1443928,878,Pacifico,MALBA,July,21
1443947,772,Constitución,BELGRANO,July,21
1443979,817,Constitución,BELGRANO,July,05
1443982,977,Congreso,Ruy Díaz de Guzmán,July,05
1444009,714,Constitución,Luna,July,05
1444023,1523,Pacifico,FACULTAD DE DERECHO,July,26
1444027,432,Pacifico,Plaza República de Ecuador,July,26
1444043,1609,Pacifico,Retiro I,July,10
1444046,1884,Plaza Italia,Pacifico,July,10
1444075,2603,Pacifico,ESTADOS UNIDOS Y BOEDO,July,10
1444093,642,Pacifico,Fitz Roy & Gorriti,July,15
1444098,848,Plaza Italia,PERÓN Y ACUÑA DE FIGUEROA,July,02
1444099,1398,Congreso,HUMBERTO 1°,July,02
1444168,1085,Plaza Italia,MINISTERIO DE EDUCACION,July,04
1444195,1963,Pacifico,Peña,July,23
1444196,3501,Pacifico,PACÍFICO II,July,23
1444203,7883,Constitución,TUCUMAN,July,23
1444211,1825,Pacifico,Fitz Roy & Gorriti,July,18
1444223,340,PARQUE DEL BAJO,BELGRANO,July,18
1444227,1128,Constitución,CALIFORNIA,July,18
1444260,510,Constitución,Colonia Express,July,28
1444270,1829,Congreso,HUMBERTO 1°,July,28
1444291,2933,PARQUE DEL BAJO,ADUANA,July,30
1444305,1525,Pacifico,FACULTAD DE DERECHO,July,30
1444416,2274,Plaza Italia,MACACHA GUEMES,July,29
1444417,3144,Plaza Italia,Plaza Italia,July,29
1444482,291,PARQUE DEL BAJO,JUANA MANSO I,July,27
1444486,517,Congreso,Pasco,July,27
1444525,1200,PARQUE DEL BAJO,BRASIL,July,24
1444560,848,Constitución,SAAVEDRA,July,06
1444630,2261,Pacifico,Fleni,July,31
1444655,329,PARQUE DEL BAJO,JUANA MANSO I,July,19
1444656,1607,PARQUE DEL BAJO,PARQUE DEL BAJO,July,19
1444689,1398,Constitución,Catedral,July,07
1444700,784,Constitución,SAAVEDRA,July,07
1444702,910,Constitución,Pasco,July,07
1444712,2965,Constitución,Parque José Evaristo Uriburu,July,07
1444857,449,Plaza Italia,Julián Álvarez,July,11
1444869,387,Pacifico,Plaza República de Ecuador,July,11
1444875,1476,Pacifico,Plaza República de Ecuador,July,21
1444896,285,PARQUE DEL BAJO,BELGRANO,July,21
1444897,390,PARQUE DEL BAJO,AZUCENA VILLAFLOR,July,21
1444923,304,PARQUE DEL BAJO,JUANA MANSO I,July,05
1444949,771,Pacifico,F.J.Santamaria de Oro,July,05
1444957,1979,Constitución,PLAZA NUEVA POMPEYA,July,05
1445006,1517,Pacifico,PACÍFICO II,July,26
1445010,841,Congreso,Plaza Vicente Lopez,July,10
1445013,322,PARQUE DEL BAJO,JUANA MANSO I,July,10
1445026,3187,Congreso,HOSPITAL DE CLÍNICAS,July,10
1445033,412,Pacifico,Plaza República de Ecuador,July,10
1445046,263,PARQUE DEL BAJO,Ministerio de Economia,July,10
1445081,1707,Pacifico,Plaza Saenz Peña,July,09
1445115,515,Constitución,VIRREY CEVALLOS,July,13
1445130,912,Constitución,Catedral,July,04
1445145,3273,Pacifico,MACACHA GUEMES,July,04
1445165,1409,Congreso,Madero UCA,July,04
1445168,3475,Pacifico,Paseo de las Americas,July,04
1445179,1331,Constitución,Luna,July,04
1445184,3682,Plaza Italia,PLAZOLETA RÍO DE LA PLATA,July,23
1445202,1410,Congreso,SAAVEDRA,July,18
1445303,841,PARQUE DEL BAJO,RODRIGO BUENO,July,30
1445352,513,Pacifico,Plaza República de Ecuador,July,14
1445367,155,PARQUE DEL BAJO,MACACHA GUEMES,July,17
1445406,2056,Pacifico,Cementerio de Recoleta,July,29
1445439,1593,PARQUE DEL BAJO,ADUANA,July,20
1445465,1502,Plaza Italia,General Urquiza,July,20
1445480,959,Pacifico,Julián Álvarez,July,27
1445481,1106,Congreso,Billinghurst,July,27
