,duracion_recorrido,nombre_estacion_origen,nombre_estacion_destino,MES,DIA
1428232,666,Plaza Italia,Plaza Italia,July,14
1428236,333,Constitución,Ruy Díaz de Guzmán,July,14
1428257,1359,Pacifico,Godoy Cruz y Libertador,July,14
1428277,2227,Plaza Italia,,July,17
1428327,2135,Pacifico,FACULTAD DE DERECHO,July,08
1428339,1509,PARQUE DEL BAJO,MACACHA GUEMES,July,29
1428358,670,Constitución,HOSPITAL GARRAHAN,July,20
1428404,950,Constitución,Ayacucho,July,27
1428409,1114,Congreso,PUEYRREDÓN,July,27
1428416,566,Plaza Italia,RAVIGNANI Y GUATEMALA,July,27
1428493,2770,Pacifico,Ecoparque,July,06
1428498,770,Constitución,HOSPITAL GARRAHAN,July,06
1428554,901,Congreso,Carlos Gardel,July,31
1428623,733,Constitución,Colonia Express,July,19
1428645,1411,PARQUE DEL BAJO,Plaza Vicente Lopez,July,07
1428647,871,Congreso,Facultad de Medicina,July,07
1428655,663,Constitución,HOSPITAL GARRAHAN,July,07
1428693,1898,Plaza Italia,BARRANCAS DE BELGRANO,July,07
1428710,7896,Congreso,TEATRO PICADERO,July,07
1428727,730,Constitución,HOSPITAL GARRAHAN,July,25
1428728,1570,Constitución,CASA SAN,July,25
1428764,504,Congreso,Montevideo,July,03
1428855,650,Congreso,Rivadavia y 9 de Julio,July,21
1428856,1094,Pacifico,Ecuador,July,21
1428883,632,Constitución,BELGRANO,July,21
1428884,485,Constitución,Colonia Express,July,21
1428906,370,PARQUE DEL BAJO,ADUANA,July,05
1428907,3219,Pacifico,Plaza Italia,July,05
1428913,1258,Congreso,Facultad de Medicina,July,05
1428924,655,Constitución,HOSPITAL GARRAHAN,July,05
1428956,1691,Constitución,ADUANA,July,26
1429023,997,Congreso,AIME PAINÉ,July,10
1429044,446,Constitución,Plazoleta Colombia,July,10
1429050,403,Pacifico,Pacifico,July,15
1429052,20738,Constitución,Independencia,July,15
1429054,1412,Pacifico,,July,15
1429090,1521,Pacifico,Cabello,July,13
1429091,1379,Pacifico,Club Excursionistas,July,13
1429160,240,Congreso,VIRREY CEVALLOS,July,04
1429178,5069,Pacifico,PLAZOLETA CELEDONIO FLORES,July,23
1429184,484,Constitución,VIRREY CEVALLOS,July,23
1429185,693,Constitución,AZUCENA VILLAFLOR,July,23
1429225,564,Constitución,VIRREY CEVALLOS,July,01
1429229,4966,Pacifico,MALBA,July,22
1429239,1196,PARQUE DEL BAJO,HUMBERTO 1°,July,22
1429240,3508,PARQUE DEL BAJO,MACACHA GUEMES,July,22
1429243,2635,Constitución,VILLA OLÍMPICA,July,22
1429263,815,Congreso,Congreso,July,28
1429272,363,Constitución,Ruy Díaz de Guzmán,July,28
1429279,10005,Pacifico,HOSPITAL ALEMÁN,July,28
1429280,964,PARQUE DEL BAJO,MARCELO T. DE ALVEAR,July,28
1429325,591,Constitución,VIRREY CEVALLOS,July,30
1429327,945,Plaza Italia,Guatemala,July,30
1429349,304,Constitución,Ruy Díaz de Guzmán,July,14
1429365,619,Constitución,VIRREY CEVALLOS,July,14
1429422,1501,Plaza Italia,Plaza Primero de Mayo,July,08
1429424,1416,Constitución,VIRREY CEVALLOS,July,08
1429435,866,Plaza Italia,Billinghurst,July,29
1429437,3010,Pacifico,Matienzo Y Arce,July,29
1429442,756,Constitución,CALIFORNIA,July,29
1429458,723,Constitución,Congreso,July,20
1429463,1220,Congreso,Ecuador,July,20
1429464,337,Constitución,Ruy Díaz de Guzmán,July,20
1429475,637,Constitución,VIRREY CEVALLOS,July,20
1429493,674,Congreso,ADUANA,July,27
1429499,739,Constitución,Congreso,July,27
1429511,397,Constitución,Ruy Díaz de Guzmán,July,27
1429541,1298,Plaza Italia,Solar de la Abadía,July,27
1429553,356,Pacifico,Matienzo Y Arce,July,24
1429564,336,Constitución,Ruy Díaz de Guzmán,July,24
1429601,352,Constitución,Ruy Díaz de Guzmán,July,06
1429610,563,Constitución,HUMBERTO 1°,July,06
1429611,534,Plaza Italia,COSTA RICA,July,06
1429652,3179,Pacifico,Hospital Rivadavia,July,31
1429680,626,Pacifico,Fitz Roy & Gorriti,July,31
1429740,653,Pacifico,Plaza Italia,July,07
1429747,369,Plaza Italia,Ecoparque,July,07
1429756,301,Constitución,Ruy Díaz de Guzmán,July,07
1429757,394,Congreso,Paraná,July,07
1429768,1082,Constitución,Ministerio de Justicia y Seguridad,July,07
1429769,1532,Congreso,PUEYRREDÓN,July,07
1429778,2546,Constitución,BRASIL,July,07
1429791,900,Plaza Italia,Coronel Diaz,July,07
1429821,1469,Plaza Italia,Parque Las Heras,July,25
1429822,2098,Congreso,HOSPITAL RAMOS MEJIA,July,25
1429823,545,Pacifico,PLAZA BOLIVIA,July,25
1429829,4424,PARQUE DEL BAJO,PARQUE DEL BAJO,July,25
1429830,522,PARQUE DEL BAJO,Rivadavia y 9 de Julio,July,25
1429857,682,Plaza Italia,COSTA RICA,July,03
1429933,829,Pacifico,Plaza Mafalda,July,21
1429934,10575,Pacifico,RAVIGNANI Y GUATEMALA,July,21
1429947,635,PARQUE DEL BAJO,PARQUE DEL BAJO,July,21
1429949,664,Constitución,CALIFORNIA,July,21
1429987,1001,Constitución,OBELISCO,July,05
1430003,488,Plaza Italia,COSTA RICA,July,05
1430044,665,Congreso,Suipacha,July,26
1430116,2360,Plaza Italia,MINISTERIO DE EDUCACION,July,10
1430147,608,Constitución,VIRREY CEVALLOS,July,15
1430149,2775,Plaza Italia,Godoy Cruz y Libertador,July,15
1430172,590,Congreso,MINISTERIO DE EDUCACION,July,09
1430174,2479,Pacifico,PLAZA ALBERTI,July,09
1430178,1081,PARQUE DEL BAJO,PARQUE DE LA ESTACIÓN,July,09
1430187,432,Pacifico,Guatemala,July,13
1430219,1134,Congreso,Congreso,July,04
1430220,372,Congreso,ALSINA,July,04
1430243,492,Constitución,FACULTAD DE INGENIERIA,July,04
1430251,688,Pacifico,PLAZA BOLIVIA,July,04
1430293,608,Pacifico,Solar de la Abadía,July,18
1430418,1203,Congreso,Plaza Vicente Lopez,July,30
1430419,4840,Plaza Italia,Ecoparque,July,30
1430442,2065,Congreso,ARMENIA,July,30
1430444,962,Plaza Italia,Plaza Italia,July,16
1430483,516,Plaza Italia,General Urquiza,July,17
1430517,1702,Congreso,Retiro I,July,08
1430530,674,Congreso,MINISTERIO DE EDUCACION,July,29
1430592,1978,Pacifico,Ecoparque,July,27
1430611,1087,Pacifico,Plaza Rafael Hernandez,July,27
1430737,741,Congreso,MINISTERIO DE EDUCACION,July,31
1430739,682,Pacifico,Coronel Diaz,July,31
1430795,1370,Plaza Italia,Plaza Italia,July,07
1430798,1060,Constitución,Congreso,July,07
1430807,1518,Constitución,TUCUMAN,July,07
1430829,428,Plaza Italia,Plaza Alemania,July,07
1430848,1399,Constitución,CALIFORNIA,July,07
1430879,451,Congreso,Montevideo,July,25
1430880,660,Congreso,MANZANA 66,July,25
1430926,424,Pacifico,Plaza República de Ecuador,July,03
1430945,1751,Constitución,CERRITO,July,03
1430946,582,Constitución,FACULTAD DE INGENIERIA,July,03
1430993,906,Plaza Italia,Ecoparque,July,21
1431015,3831,Constitución,Plaza Guemes,July,21
1431107,1321,Congreso,MEXICO,July,26
1431193,2074,Constitución,Constitución,July,02
1431218,908,Congreso,PUEYRREDÓN,July,13
1431220,822,Pacifico,,July,13
1431263,683,Pacifico,Ecoparque,July,04
1431275,338,Constitución,BRASIL,July,04
1431293,3206,Pacifico,Pacifico,July,23
1431308,966,Congreso,PUEYRREDÓN,July,18
1431309,914,Congreso,PUEYRREDÓN,July,18
1431329,3053,Pacifico,Pacifico,July,01
1431349,1265,PARQUE DEL BAJO,Hospital Rivadavia,July,22
1431362,499,Congreso,CERRITO,July,28
1431367,2220,Constitución,PARQUE DEL BAJO,July,28
1431393,2746,Congreso,Congreso,July,30
1431433,1460,Congreso,Billinghurst,July,14
1431444,310,Constitución,BRASIL,July,14
1431463,1194,Congreso,PUEYRREDÓN,July,17
1431464,920,Congreso,PUEYRREDÓN,July,17
1431465,1639,Pacifico,Plaza República de Ecuador,July,17
1431484,1582,Constitución,Claudia Pía Baudracco,July,17
1431525,850,PARQUE DEL BAJO,Plaza Roma,July,29
1431535,1436,PARQUE DEL BAJO,ADUANA,July,20
1431544,802,Congreso,PUEYRREDÓN,July,20
1431557,1438,Pacifico,PLAZA BOLIVIA,July,20
1431595,1163,Plaza Italia,Plaza República de Ecuador,July,27
1431611,435,Plaza Italia,PACÍFICO II,July,24
1431637,237,Plaza Italia,Ecoparque,July,06
1431645,870,Congreso,PUEYRREDÓN,July,06
1431649,1440,Plaza Italia,,July,06
1431708,1792,Pacifico,SAN MIGUEL DE GARICOITS,July,31
1431721,935,Congreso,PUEYRREDÓN,July,19
1431722,661,Congreso,PUEYRREDÓN,July,19
1431742,588,Constitución,Independencia,July,19
1431743,1464,Constitución,Ruy Díaz de Guzmán,July,19
1431763,3279,Constitución,Hospital Rivadavia,July,07
1431776,1437,Constitución,Claudia Pía Baudracco,July,07
1431781,298,Constitución,BRASIL,July,07
1431802,726,Pacifico,PLAZA BOLIVIA,July,07
1431823,469,Plaza Italia,PACÍFICO II,July,25
1431838,314,Constitución,BRASIL,July,25
1431861,1392,Pacifico,,July,03
1431869,164,PARQUE DEL BAJO,MACACHA GUEMES,July,03
1431876,1591,Constitución,Hospital Francés,July,03
1431907,293,PARQUE DEL BAJO,JUANA MANSO I,July,11
1431911,868,Congreso,PUEYRREDÓN,July,11
1431913,1417,Constitución,Estados Unidos,July,11
1431915,1147,Pacifico,,July,11
1431949,1719,Constitución,BRASIL,July,21
1431992,327,PARQUE DEL BAJO,MACACHA GUEMES,July,05
1431997,593,PARQUE DEL BAJO,FACULTAD DE INGENIERIA,July,05
1431998,1250,Congreso,PLAZA MONSEÑOR MIGUEL DE ANDREA,July,05
1432031,2320,Constitución,LARREA Y BARTOLOMÉ MITRE,July,26
1432032,1973,Pacifico,Cementerio de Recoleta,July,26
1432047,3150,Constitución,Ministerio de Economia,July,26
1432048,1756,Plaza Italia,CIUDAD UNIVERSITARIA III,July,26
1432065,861,Congreso,PUEYRREDÓN,July,10
1432066,966,Congreso,PUEYRREDÓN,July,10
1432071,1675,Constitución,LARREA Y BARTOLOMÉ MITRE,July,10
1432079,2246,Constitución,CALIFORNIA,July,10
1432089,1047,Plaza Italia,ARMENIA,July,10
1432097,4300,Pacifico,QUINTEROS LIDORO,July,15
1432103,1041,Pacifico,SAN MARTIN,July,02
1432126,1059,Congreso,Constitución,July,13
1432128,1502,Pacifico,Cabello,July,13
1432150,1019,Constitución,Jorgelina De Simone,July,13
1432171,1988,Pacifico,Retiro I,July,04
1432175,1081,Plaza Italia,Plaza Italia,July,04
1432188,516,Congreso,HOSPITAL DE CLÍNICAS,July,04
1432197,743,Congreso,POSADAS,July,04
1432200,2205,Constitución,Godoy Cruz y Libertador,July,04
1432206,1959,Congreso,PLAZA NUEVA POMPEYA,July,04
1432242,1852,Pacifico,RETIRO II,July,18
1432252,2977,PARQUE DEL BAJO,Gavilán,July,18
1432305,1727,Pacifico,Retiro I,July,28
1432310,1591,Plaza Italia,Pacifico,July,28
1432313,1747,Congreso,Plaza Guemes,July,28
1432332,689,Congreso,Pedro Echague,July,28
1432341,960,Plaza Italia,PLAZA BOLIVIA,July,28
1432343,2557,Pacifico,BARRANCAS DE BELGRANO,July,28
1432367,2096,Constitución,PACÍFICO II,July,28
1432376,2277,Pacifico,PERÓN Y ACUÑA DE FIGUEROA,July,30
1432402,1470,Constitución,HUMBERTO 1°,July,16
1432408,1758,Pacifico,Retiro I,July,14
1432420,1442,Congreso,Billinghurst,July,14
1432433,3978,Congreso,VIRREY CEVALLOS,July,14
1432439,18851,Plaza Italia,PLAZA BOLIVIA,July,14
1432448,2535,Plaza Italia,RIOBAMBA,July,17
1432449,5267,Plaza Italia,Plaza Alemania,July,17
1432465,2218,PARQUE DEL BAJO,Parque Centenario,July,17
1432500,7458,Plaza Italia,Plaza Italia,July,08
1432501,2725,Pacifico,Plaza Italia,July,08
1432522,1266,PARQUE DEL BAJO,AIME PAINÉ,July,29
1432524,2303,Constitución,PACÍFICO II,July,29
1432538,1609,Congreso,Congreso,July,20
1432557,1691,Pacifico,RETIRO II,July,20
1432587,1819,Congreso,Plaza Italia,July,27
1432622,1014,Pacifico,BARRANCAS DE BELGRANO,July,27
1432646,577,Plaza Italia,Matienzo Y Arce,July,24
1432694,1540,Congreso,Plaza Italia,July,06
1432702,1803,Plaza Italia,RIOBAMBA,July,06
1432713,1829,PARQUE DEL BAJO,JULIETA LANTERI,July,06
1432716,941,PARQUE DEL BAJO,Constitución,July,06
1432724,1279,Pacifico,BARRANCAS DE BELGRANO,July,06
1432741,1824,Pacifico,Retiro I,July,31
1432743,1880,Plaza Italia,Plaza Italia,July,31
1432744,314,Congreso,Congreso,July,31
1432749,1673,PARQUE DEL BAJO,Parque Centenario,July,31
1432768,142,PARQUE DEL BAJO,MACACHA GUEMES,July,31
1432782,694,Constitución,HOSPITAL ARGERICH,July,31
1432805,495,Plaza Italia,LAS CAÑITAS,July,31
1432806,1187,Plaza Italia,PLAZA BOLIVIA,July,19
1432807,1730,Plaza Italia,BARRANCAS DE BELGRANO,July,19
1432809,2079,Congreso,Parque Las Heras,July,19
1432811,1926,Pacifico,Retiro I,July,19
1432834,1158,Constitución,RETIRO II,July,19
1432865,2086,Pacifico,Retiro I,July,07
1432867,1821,PARQUE DEL BAJO,Congreso,July,07
1432869,699,Constitución,Congreso,July,07
1432879,1421,Constitución,Ruy Díaz de Guzmán,July,07
1432886,915,Constitución,Ministerio de Justicia y Seguridad,July,07
1432902,875,Constitución,HOSPITAL ARGERICH,July,07
1432915,1872,Congreso,GAINZA,July,07
1432934,1056,Constitución,Buenos Aires,July,07
1432946,863,Congreso,Montevideo,July,25
1432947,2032,Pacifico,Retiro I,July,25
1432948,1239,Pacifico,QUINTEROS LIDORO,July,25
1432949,770,Pacifico,PLAZA BOLIVIA,July,25
1432950,258,Pacifico,LAS CAÑITAS,July,25
1432962,203,PARQUE DEL BAJO,Catedral,July,25
1433001,353,PARQUE DEL BAJO,Plaza Roma,July,03
1433038,802,Pacifico,Fitz Roy,July,11
1433051,1487,Pacifico,Plaza J.J. Paso,July,11
1433056,612,Congreso,Ministerio de Economia,July,11
1433059,942,Plaza Italia,PLAZA BOLIVIA,July,21
1433060,1054,Plaza Italia,MALBA,July,21
1433061,917,Plaza Italia,Plaza Alemania,July,21
1433062,1799,Congreso,Peña,July,21
1433063,1166,Pacifico,PLAZA BOLIVIA,July,21
1433064,1835,Pacifico,Retiro I,July,21
1433065,298,Pacifico,LAS CAÑITAS,July,21
1433087,923,Constitución,HOSPITAL ARGERICH,July,21
1433167,544,Congreso,Montevideo,July,26
1433188,1429,PARQUE DEL BAJO,Usina del Arte,July,26
1433214,1947,Pacifico,Retiro I,July,10
1433226,1870,Congreso,Ecuador,July,10
1433295,586,Congreso,Pasco,July,09
1433313,1000,Pacifico,YATAY,July,13
1433383,1341,Pacifico,Plaza Rafael Hernandez,July,04
1433406,3689,Congreso,Congreso,July,23
1433407,2967,Pacifico,Pacifico,July,23
1433416,1343,Constitución,MINISTERIO DE EDUCACION,July,23
1433432,2157,Plaza Italia,Coronel Diaz,July,18
1433433,1160,Pacifico,PERÓN Y ACUÑA DE FIGUEROA,July,18
1433469,2797,Plaza Italia,Godoy Cruz y Libertador,July,01
1433474,2506,Plaza Italia,De Los Ombues,July,01
1433477,830,Congreso,HUMBERTO 1°,July,22
1433509,321,Congreso,Paraná,July,28
1433575,688,Congreso,Plaza Vicente Lopez,July,16
1433576,719,Pacifico,Pacifico,July,16
1433626,643,Pacifico,Plaza Gurruchaga,July,14
1433637,1179,Pacifico,Paseo de las Americas,July,17
1433692,3630,Plaza Italia,PACÍFICO II,July,29
1433694,10795,Congreso,Congreso,July,29
1433695,80,Congreso,Congreso,July,29
1433704,1487,PARQUE DEL BAJO,MACACHA GUEMES,July,29
1433732,599,PARQUE DEL BAJO,RETIRO II,July,20
1433768,2230,PARQUE DEL BAJO,Colonia Express,July,27
1433774,170,PARQUE DEL BAJO,MACACHA GUEMES,July,27
1433795,1599,Pacifico,Plaza Bruno Giordano,July,27
1433811,2715,Pacifico,PLAZOLETA RÍO DE LA PLATA,July,27
1433814,755,Plaza Italia,PLAZA BOLIVIA,July,24
1433815,656,Congreso,Jorgelina De Simone,July,24
1433833,366,Constitución,HUMBERTO 1°,July,24
1433859,288,Congreso,ALSINA,July,06
1433864,1240,Congreso,PARQUE PATRICIOS II,July,06
1433876,456,Constitución,HUMBERTO 1°,July,06
1433896,3785,Pacifico,BARRANCAS DE BELGRANO,July,06
1433928,398,Constitución,Ruy Díaz de Guzmán,July,31
1433939,2537,Congreso,BILLINGHURST Y MANSILLA,July,31
1433943,808,Plaza Italia,General Urquiza,July,31
1433988,2036,Constitución,HUMBERTO 1°,July,19
1434025,373,Constitución,HUMBERTO 1°,July,07
1434048,609,Pacifico,BARRANCAS DE BELGRANO,July,07
1434079,1228,Pacifico,PERÓN Y ACUÑA DE FIGUEROA,July,25
1434104,446,Constitución,HUMBERTO 1°,July,25
1434105,1694,Constitución,CASA SAN,July,25
1434148,427,Constitución,HUMBERTO 1°,July,03
1434182,128,PARQUE DEL BAJO,MACACHA GUEMES,July,11
1434214,1782,Pacifico,MALBA,July,21
1434237,697,Constitución,RODRIGO BUENO,July,21
1434272,679,Plaza Italia,ARAOZ,July,05
1434294,919,Constitución,Usina del Arte,July,05
1434335,460,PARQUE DEL BAJO,AIME PAINÉ,July,26
1434367,2038,Plaza Italia,PLAZA FELIX LIMA,July,26
1434370,904,Pacifico,PLAZOLETA RÍO DE LA PLATA,July,26
1434394,878,Congreso,HUMBERTO 1°,July,10
1434395,373,Constitución,HUMBERTO 1°,July,10
1434432,573,Pacifico,ARMENIA,July,10
1434443,132,PARQUE DEL BAJO,MACACHA GUEMES,July,15
1434471,1721,Constitución,33 Orientales,July,09
1434477,831,Plaza Italia,Plaza Alemania,July,13
1434478,1650,Plaza Italia,Cementerio de Recoleta,July,13
1434479,1643,Plaza Italia,Plaza Italia,July,13
1434503,622,Constitución,VIRREY CEVALLOS,July,13
1434504,1394,Constitución,ONCE II,July,13
1434532,1312,Constitución,33 Orientales,July,04
1434554,1326,Pacifico,Paseo de las Americas,July,04
1434568,2809,Plaza Italia,COSTANERA NORTE,July,23
1434602,913,PARQUE DEL BAJO,CERRITO,July,18
1434611,617,Constitución,CARLOS CALVO,July,18
1434704,1394,Pacifico,BARRANCAS DE BELGRANO,July,28
1434717,2308,Congreso,JUANA MANSO I,July,30
1434719,1503,Constitución,33 Orientales,July,30
1434724,723,Constitución,RODRIGO BUENO,July,30
1434735,1663,Plaza Italia,Plaza Italia,July,16
1434736,972,Congreso,SEC. DE INNOVACION Y TRANSFORMACIÓN,July,16
1434773,623,Pacifico,Plaza Alemania,July,14
1434781,817,Pacifico,MALBA,July,14
1434794,831,Constitución,Ministerio de Economia,July,14
1434797,806,Congreso,FACULTAD DE INGENIERIA,July,17
1434810,501,PARQUE DEL BAJO,Suipacha,July,17
1434855,1594,Plaza Italia,AUSTRIA Y FRENCH,July,08
1434860,1081,Plaza Italia,Plaza Gurruchaga,July,08
1434901,1314,Congreso,JUAN MANUEL DE BLANES,July,20
1434907,1329,Pacifico,General Urquiza,July,20
1434942,701,PARQUE DEL BAJO,CERRITO,July,27
1434957,981,Constitución,VIRREY CEVALLOS,July,27
1435006,1123,PARQUE DEL BAJO,CERRITO,July,24
1435061,512,Plaza Italia,,July,06
1435105,708,PARQUE DEL BAJO,CERRITO,July,31
1435137,1708,PARQUE DEL BAJO,Plazoleta Colombia,July,31
1435253,496,Constitución,Plazoleta Colombia,July,07
1435271,819,PARQUE DEL BAJO,CERRITO,July,25
1435279,708,Constitución,RODRIGO BUENO,July,25
1435300,527,Pacifico,Fitz Roy & Gorriti,July,03
1435375,717,Plaza Italia,Malabia,July,21
1435376,872,Congreso,LIMA,July,21
1435378,6354,Pacifico,ONCE II,July,21
1435401,889,PARQUE DEL BAJO,CERRITO,July,21
1435435,453,Congreso,Montevideo,July,05
1435445,1253,Constitución,Plaza Primero de Mayo,July,05
1435451,943,Plaza Italia,Malabia,July,05
1435472,837,Pacifico,Paseo de las Americas,July,05
1435498,813,PARQUE DEL BAJO,CERRITO,July,26
1435516,395,Constitución,Jorgelina De Simone,July,26
1435521,893,Pacifico,MALBA,July,26
1435557,2983,Constitución,HOSPITAL RAMOS MEJIA,July,10
1435562,395,Congreso,LIMA,July,10
1435569,1684,Plaza Italia,Godoy Cruz y Libertador,July,10
1435581,1192,Pacifico,Plaza Gurruchaga,July,10
1435611,1022,Plaza Italia,AGUERO,July,12
1435631,1173,Plaza Italia,Cementerio de Recoleta,July,13
1435646,797,Constitución,VIRREY CEVALLOS,July,13
1435675,646,PARQUE DEL BAJO,POSADAS,July,04
1435694,2034,Plaza Italia,Balbín,July,23
1435695,2399,Pacifico,HOSPITAL ALEMÁN,July,23
1435718,1028,Pacifico,Plaza Alemania,July,18
1435732,785,Constitución,ALSINA,July,18
1435746,2787,Congreso,Donato Alvarez,July,01
1435750,3415,Pacifico,INSTITUTO LELOIR,July,22
1435751,2188,Pacifico,Hospital Rivadavia,July,22
1435789,408,PARQUE DEL BAJO,DELLA PAOLERA,July,28
1435813,1865,Plaza Italia,Plaza Italia,July,30
1435814,3468,Plaza Italia,Plaza Italia,July,30
1435817,2315,Plaza Italia,INSTITUTO LELOIR,July,30
1435865,1079,Constitución,Plaza Primero de Mayo,July,14
1435871,778,PARQUE DEL BAJO,RETIRO II,July,14
1435897,1682,Plaza Italia,Balbín,July,17
1435925,2755,Plaza Italia,Pacifico,July,08
1435942,3380,Plaza Italia,RETIRO II,July,29
1435979,1382,Pacifico,SAN MARTIN,July,20
1435980,1107,Plaza Italia,Plaza Gurruchaga,July,20
1435984,65,Plaza Italia,Plaza Italia,July,27
1435985,2688,Congreso,Congreso,July,27
1436000,1075,Congreso,AIME PAINÉ,July,27
1436005,786,Constitución,VIRREY CEVALLOS,July,27
1436024,1113,Pacifico,BARRANCAS DE BELGRANO,July,24
1436025,644,Pacifico,Plaza República de Ecuador,July,24
1436039,2849,PARQUE DEL BAJO,HOSPITAL GARRAHAN,July,24
1436040,2421,PARQUE DEL BAJO,Facultad de Medicina,July,24
1436069,1583,Pacifico,CENTRO DE EXPOSICIONES,July,06
1436079,1136,PARQUE DEL BAJO,PARQUE DEL BAJO,July,06
1436084,806,Pacifico,Plaza Alemania,July,06
1436099,511,Plaza Italia,Guatemala,July,06
1436102,339,Pacifico,Godoy Cruz y Libertador,July,06
1436147,1260,Plaza Italia,Plaza Rafael Hernandez,July,31
1436166,281,Pacifico,Godoy Cruz y Libertador,July,19
1436307,292,Pacifico,Godoy Cruz y Libertador,July,03
1436384,3046,Congreso,ARAOZ,July,21
1436387,619,Pacifico,Solar de la Abadía,July,21
1436434,827,Constitución,Rivadavia y 9 de Julio,July,05
1436491,371,Congreso,Paraná,July,10
1436505,221,Pacifico,Godoy Cruz y Libertador,July,10
1436507,2363,Constitución,CALIFORNIA,July,10
1436536,884,PARQUE DEL BAJO,JULIETA LANTERI,July,02
1436543,1170,Pacifico,Acevedo,July,12
1436545,503,Constitución,UADE,July,12
1436550,2594,Plaza Italia,General Urquiza,July,09
1436557,529,Pacifico,Matienzo Y Arce,July,13
1436570,1443,Constitución,LARREA Y BARTOLOMÉ MITRE,July,13
1436589,533,Congreso,BELGRANO,July,04
1436593,575,Constitución,CARLOS CALVO,July,04
1436602,1216,Constitución,LARREA Y BARTOLOMÉ MITRE,July,04
1436614,985,Pacifico,Paseo de las Americas,July,04
1436621,3082,Plaza Italia,PARQUE DE LA MEMORIA,July,23
1436649,681,Pacifico,Matienzo Y Arce,July,18
1436650,2887,Pacifico,Av. La Plata,July,18
1436666,365,Constitución,UADE,July,18
1436692,1267,Plaza Italia,De Los Ombues,July,22
1436693,4021,Plaza Italia,Plaza Italia,July,22
1436694,1721,Pacifico,PRIMERA JUNTA,July,22
1436695,80,Pacifico,Pacifico,July,22
1436704,1321,PARQUE DEL BAJO,HUMBERTO 1°,July,22
1436759,487,Constitución,UADE,July,28
1436764,820,Pacifico,Matienzo Y Arce,July,28
1436767,2466,Pacifico,Av. La Plata,July,28
1436782,2074,PARQUE DEL BAJO,JULIETA LANTERI,July,30
1436786,3124,Plaza Italia,FACULTAD DE DERECHO,July,30
1436790,1561,Congreso,Plaza Gurruchaga,July,30
1436798,1875,Constitución,SEC. DE INNOVACION Y TRANSFORMACIÓN,July,30
1436799,1200,Plaza Italia,PLAZA BOLIVIA,July,16
1436832,640,Pacifico,Matienzo Y Arce,July,14
1436843,2658,Plaza Italia,Av. La Plata,July,17
1436844,499,Pacifico,Plaza Italia,July,17
1436860,483,PARQUE DEL BAJO,AZUCENA VILLAFLOR,July,17
1436865,1667,Constitución,Claudia Pía Baudracco,July,17
1436890,1702,Pacifico,Plaza Primero de Mayo,July,08
1436904,467,Pacifico,Ministro Carranza,July,29
1436966,1107,Constitución,UADE,July,20
1436982,2248,PARQUE DEL BAJO,INSTITUTO LELOIR,July,27
1436989,1140,Constitución,HUMBERTO 1°,July,27
1437015,428,Congreso,UADE,July,27
1437016,353,Constitución,UADE,July,27
1437024,2605,Pacifico,Av. La Plata,July,27
1437036,678,Congreso,HOSPITAL DE CLÍNICAS,July,24
1437072,1013,Congreso,Arenales,July,06
1437165,334,Constitución,UADE,July,31
1437171,1049,Pacifico,Plaza Mafalda,July,31
1437180,274,Congreso,TEATRO PICADERO,July,31
1437183,1685,Congreso,HUMBERTO 1°,July,19
1437236,838,Plaza Italia,Hospital Rivadavia,July,07
1437238,791,Plaza Italia,ARAOZ,July,07
1437241,962,Constitución,AZUCENA VILLAFLOR,July,07
1437242,1227,Plaza Italia,HOSPITAL ITALIANO,July,07
1437260,687,Congreso,CORRIENTES,July,07
1437273,728,Constitución,CALIFORNIA,July,07
1437285,667,Pacifico,Solar de la Abadía,July,07
1437307,1118,Constitución,SARMIENTO II,July,07
1437314,5451,Plaza Italia,UNIVERSIDAD DI TELLA,July,25
1437315,562,Congreso,HOSPITAL DE CLÍNICAS,July,25
1437324,539,PARQUE DEL BAJO,AZUCENA VILLAFLOR,July,25
1437334,981,Constitución,AIME PAINÉ,July,25
1437371,513,PARQUE DEL BAJO,AZUCENA VILLAFLOR,July,03
1437417,451,Constitución,UADE,July,11
1437423,1067,Congreso,HUMBERTO 1°,July,21
1437424,512,Pacifico,Ecoparque,July,21
1437445,2816,Constitución,MACACHA GUEMES,July,21
1437494,2253,Pacifico,Guayaquil,July,05
1437520,1081,Pacifico,Paseo de las Americas,July,05
1437530,786,Pacifico,ARMENIA,July,05
1437609,915,Congreso,Facultad de Medicina,July,15
1437616,3587,Plaza Italia,Parque José Evaristo Uriburu,July,15
1437625,623,Pacifico,Plaza República de Ecuador,July,02
1437637,254,Pacifico,Pacifico,July,09
1437652,1160,Plaza Italia,Pacifico,July,13
1437653,941,Pacifico,PLAZA BOLIVIA,July,13
1437663,710,PARQUE DEL BAJO,JULIETA LANTERI,July,13
1437668,1568,Constitución,Legislatura,July,13
1437688,2171,Pacifico,Pacifico,July,04
1437699,366,Congreso,Paraná,July,04
1437756,1623,Plaza Italia,Plaza Alemania,July,18
1437809,1178,Plaza Italia,HOSPITAL ITALIANO,July,01
1437818,1082,Pacifico,Plaza Palermo Viejo,July,22
1437839,608,Congreso,Congreso,July,28
1437862,1981,Constitución,Pasteur,July,28
1437911,3791,Plaza Italia,CIUDAD UNIVERSITARIA III,July,16
1438008,8653,PARQUE DEL BAJO,Retiro I,July,08
1438110,702,Congreso,HOSPITAL DE CLÍNICAS,July,27
